user_id,O_Score,C_Score,E_Score,A_Score,N_Score,Team_CPB-I-mean,Team_CPB-O-mean,Users-less-mean-A,Users-less-mean-A and C,Users-less-mean-C,Users-High-mean-N,Team_CPB-I-median,Team_CPB-O-median,No-JobState-in-Team,Dpt-CPB-I-mean,Dpt_CPB-O-mean,Dpt-Less-A-mean,Dpt-Less-AC-mean,Dpt-less-C-mean,Dpt-High-N-mean,Dpt_CPB-I-median,Dpt_CPB-O-median,No-JobState-in-Dpt,Job State,Leader_CPB-I,Leader_CPB-O
DEW1968,23.0,37.0,14.0,38.0,28.0,-16.1817333333,-20.0320933333,16,7,12,20,-17.182,-17.1998,3,-15.617477707,-19.3226853503,89,39,59,90,-17.424,-17.7936,11,18,-17.424,-28.7136,
BKB0669,40.0,10.0,38.0,21.0,36.0,-16.5528,-20.1625866667,16,6,10,11,-18.634,-18.6826,5,-15.1889681529,-19.7418165605,81,40,67,87,-17.424,-18.8336,21,18,-11.132,-16.3948,
JAL0811,50.0,39.0,19.0,39.0,38.0,-15.1008,-18.90512,12,7,10,9,-15.73,-18.057,2,-15.69128,-20.0350586667,71,35,60,78,-17.424,-20.9136,15,14,-10.648,-24.5672,
YMJ0243,38.0,41.0,19.0,39.0,41.0,0,0,0,0,0,0,0,0,0,-15.004,-15.7556,5,3,3,1,-15.004,-14.1956,1,18,-7.26,-9.494,
TTR1792,31.0,40.0,21.0,41.0,31.0,-15.9397333333,-20.0102933333,17,5,9,16,-18.392,-19.6488,5,-15.68886,-20.186854,99,41,82,113,-17.424,-20.3936,26,10,-18.876,-31.2364,
BAS0763,47.0,39.0,21.0,39.0,24.0,-16.1010666667,-21.13416,6,3,6,11,-17.908,-22.6212,2,-15.69128,-20.0350586667,71,35,60,78,-17.424,-20.9136,15,18,-22.748,-18.3772,
DEW0384,14.0,34.0,37.0,45.0,47.0,-15.4396,-20.4471066667,14,6,12,13,-16.698,-22.2522,5,-15.121975,-19.2528275,82,38,70,74,-16.698,-19.3922,17,18,-18.876,-31.7564,
JAR0794,13.0,29.0,15.0,13.0,30.0,-15.4396,-21.08844,8,5,8,11,-17.424,-23.2536,1,-15.69128,-20.0350586667,71,35,60,78,-17.424,-20.9136,15,18,-20.812,-32.3468,
JAC1275,38.0,16.0,38.0,41.0,27.0,-14.1650666667,-20.2490933333,13,7,16,12,-12.826,-22.1114,3,-15.3153630573,-19.5319541401,84,33,63,80,-17.424,-19.3536,20,18,-4.84,-8.756,
JKB0287,42.0,39.0,38.0,16.0,38.0,0,0,0,0,0,0,0,0,0,-15.1953488372,-20.6511627907,37,20,39,41,-17.424,-22.4736,12,10,-7.26,-21.974,
ISD1866,38.0,20.0,48.0,13.0,34.0,-15.5364,-19.7312933333,13,6,12,17,-16.698,-21.4722,3,-15.1889681529,-19.7418165605,81,40,67,87,-17.424,-18.8336,21,18,-9.196,-14.2444,
QDB1765,14.0,39.0,13.0,45.0,28.0,-14.1973333333,-21.0736,5,3,8,7,-15.004,-23.8156,3,-14.84428,-19.726492,50,29,52,54,-15.004,-19.3956,8,18,-5.324,-18.7836,
DML0822,30.0,40.0,36.0,20.0,28.0,-16.1898,-22.12322,6,5,8,12,-18.15,-23.475,3,-15.68886,-20.186854,99,41,82,113,-17.424,-20.3936,26,18,-9.68,-22.192,
EAP0107,44.0,12.0,46.0,12.0,25.0,-14.5522666667,-20.7311733333,6,3,8,9,-14.52,-21.588,3,-14.5361333333,-19.3291866667,76,42,75,76,-15.488,-19.2832,14,18,-10.164,-21.8196,
KSS1005,42.0,36.0,47.0,17.0,28.0,-16.6254,-19.39606,12,4,7,11,-18.15,-18.535,0,-14.5361333333,-19.3291866667,76,42,75,76,-15.488,-19.2832,14,16,-20.328,-18.1592,
LBL0578,43.0,25.0,45.0,50.0,38.0,-13.8908,-20.56412,8,4,11,12,-12.584,-23.0776,0,-14.5361333333,-19.3291866667,76,42,75,76,-15.488,-19.2832,14,18,-17.908,-25.2212,
BNV1461,39.0,42.0,12.0,28.0,29.0,-15.1008,-17.9344533333,16,6,13,14,-16.456,-17.7584,5,-15.121975,-19.2528275,82,38,70,74,-16.698,-19.3922,17,18,-11.616,-8.7424,
JKB0924,19.0,39.0,15.0,24.0,25.0,-17.424,-21.2776,9,1,6,11,-18.392,-21.9888,1,-15.4557333333,-19.40336,33,16,29,32,-16.456,-18.7984,6,18,-23.232,-24.2448,
DLB0955,18.0,18.0,34.0,14.0,28.0,-14.7781333333,-19.58672,7,3,7,10,-15.972,-20.4708,1,-15.500626087,-20.6300069565,51,30,51,54,-16.456,-22.1784,12,18,-18.392,-14.9688,
AZW1420,40.0,35.0,41.0,34.0,40.0,-14.6329333333,-20.4611066667,15,7,14,17,-16.698,-19.3922,3,-15.1889681529,-19.7418165605,81,40,67,87,-17.424,-18.8336,21,18,-11.132,-11.1948,
BKA1178,21.0,13.0,45.0,13.0,24.0,-14.3909333333,-19.6419733333,6,3,7,8,-15.972,-21.5108,1,-15.7321043478,-19.5565982609,63,29,47,52,-17.424,-18.3136,20,18,-9.196,-12.1644,
RJC0381,18.0,22.0,19.0,22.0,34.0,-15.6332,-20.9048133333,13,5,11,13,-16.698,-22.2522,5,-15.121975,-19.2528275,82,38,70,74,-16.698,-19.3922,17,18,-18.876,-31.7564,
ERV1880,41.0,30.0,34.0,24.0,31.0,-15.5848,-21.2540533333,6,4,7,5,-18.392,-24.8488,1,-15.1953488372,-20.6511627907,37,20,39,41,-17.424,-22.4736,12,18,-12.1,-13.05,
WWW0701,17.0,16.0,23.0,25.0,25.0,-15.9397333333,-18.4502933333,10,3,5,7,-16.94,-16.086,2,-15.7321043478,-19.5565982609,63,29,47,52,-17.424,-18.3136,20,16,-20.812,-29.7468,
JAH1802,22.0,39.0,13.0,41.0,23.0,-15.9558666667,-20.0152133333,17,5,9,17,-18.392,-19.6488,6,-15.68886,-20.186854,99,41,82,113,-17.424,-20.3936,26,18,-18.876,-31.2364,
LSO1783,39.0,20.0,38.0,18.0,31.0,-14.8104,-22.19656,4,2,7,6,-15.972,-24.6308,3,-14.84428,-19.726492,50,29,52,54,-15.004,-19.3956,8,18,-18.876,-29.1564,
FMG1549,23.0,35.0,32.0,33.0,26.0,-14.4232,-18.9238133333,16,7,14,18,-15.972,-17.6108,8,-15.3554394904,-19.6899082803,77,35,66,81,-16.94,-20.246,25,18,-12.1,-10.97,
EJV0094,39.0,38.0,24.0,41.0,33.0,0,0,0,0,0,0,0,0,0,-14.5361333333,-19.3291866667,76,42,75,76,-15.488,-19.2832,14,12,-17.424,-14.1536,
GTF1464,38.0,41.0,22.0,39.0,31.0,-15.1169333333,-17.7487066667,17,6,13,13,-16.456,-17.7584,5,-15.121975,-19.2528275,82,38,70,74,-16.698,-19.3922,17,18,-11.616,-8.7424,
HSN0675,43.0,15.0,11.0,19.0,38.0,-15.5202666667,-18.2877066667,9,3,7,9,-16.456,-18.0184,1,-14.4877333333,-18.6834933333,34,14,27,36,-16.214,-17.9446,16,17,-24.2,-17.26,
RMN1226,46.0,47.0,23.0,13.0,34.0,-13.7214,-20.04446,7,5,11,10,-13.794,-21.3666,3,-15.69128,-20.0350586667,71,35,60,78,-17.424,-20.9136,15,18,-21.296,-23.1344,
MOD1927,13.0,39.0,12.0,44.0,27.0,-17.2788,-21.07732,15,4,7,15,-17.908,-20.5412,5,-15.3153630573,-19.5319541401,84,33,63,80,-17.424,-19.3536,20,18,-23.716,-22.8324,
NJS1194,25.0,23.0,48.0,38.0,31.0,-15.9074666667,-18.47512,10,4,7,7,-17.908,-17.9412,6,-15.7321043478,-19.5565982609,63,29,47,52,-17.424,-18.3136,20,18,-18.876,-11.9964,
DJT1534,40.0,20.0,19.0,12.0,42.0,-14.9233333333,-19.5443333333,16,7,12,15,-16.94,-18.686,0,-15.617477707,-19.3226853503,89,39,59,90,-17.424,-17.7936,11,18,-11.132,-12.7548,
KVP1424,42.0,12.0,18.0,50.0,27.0,-15.004,-20.2969333333,15,7,13,18,-17.182,-19.5398,3,-15.1889681529,-19.7418165605,81,40,67,87,-17.424,-18.8336,21,18,-11.132,-11.1948,
GCE1147,44.0,20.0,35.0,42.0,32.0,-15.1976,-19.8879733333,7,3,6,8,-17.424,-22.9936,3,-15.1953488372,-20.6511627907,37,20,39,41,-17.424,-22.4736,12,18,-22.264,-27.0696,
MKT1931,21.0,47.0,17.0,43.0,32.0,-17.1497333333,-21.0552933333,15,4,7,14,-17.908,-20.5412,5,-15.3153630573,-19.5319541401,84,33,63,80,-17.424,-19.3536,20,18,-23.716,-22.8324,
MYB1332,17.0,23.0,26.0,15.0,27.0,-14.8265333333,-20.84948,14,6,13,18,-17.182,-21.6198,3,-15.1889681529,-19.7418165605,81,40,67,87,-17.424,-18.8336,21,18,-8.228,-25.3892,
BAS1097,40.0,39.0,15.0,42.0,29.0,-15.6009333333,-18.9883066667,17,7,11,17,-17.666,-18.6474,6,-15.1889681529,-19.7418165605,81,40,67,87,-17.424,-18.8336,21,18,-4.84,-20.716,
ZBC0291,40.0,42.0,15.0,28.0,33.0,-12.9389333333,-21.2445066667,6,5,10,6,-9.68,-22.192,0,-15.1953488372,-20.6511627907,37,20,39,41,-17.424,-22.4736,12,18,-13.068,-14.9052,
JCV0994,42.0,23.0,42.0,21.0,37.0,-16.94,-19.388,12,3,6,10,-18.15,-18.535,1,-14.5361333333,-19.3291866667,76,42,75,76,-15.488,-19.2832,14,18,-20.328,-18.1592,
ANG0427,45.0,17.0,17.0,10.0,26.0,-14.6652,-18.5469466667,19,10,13,16,-16.698,-16.5322,3,-15.617477707,-19.3226853503,89,39,59,90,-17.424,-17.7936,11,18,-18.876,-17.1964,
RHM0775,38.0,39.0,48.0,34.0,34.0,-17.8112,-18.32768,10,2,3,6,-19.36,-16.304,2,-15.69128,-20.0350586667,71,35,60,78,-17.424,-20.9136,15,18,-22.748,-13.1772,
ICM0537,18.0,21.0,37.0,12.0,30.0,-12.4146,-18.83994,11,7,13,8,-9.922,-16.5458,1,-14.5361333333,-19.3291866667,76,42,75,76,-15.488,-19.2832,14,18,-7.744,-16.4016,
ZIE0741,36.0,40.0,14.0,40.0,21.0,-14.4877333333,-19.9834933333,8,5,8,7,-13.068,-17.5052,2,-15.7321043478,-19.5565982609,63,29,47,52,-17.424,-18.3136,20,8,-19.36,-27.744,
KRA1047,20.0,13.0,21.0,34.0,28.0,-16.5528,-19.45192,17,6,12,17,-17.666,-18.6474,4,-15.68886,-20.186854,99,41,82,113,-17.424,-20.3936,26,18,-14.036,-16.7604,
IMC0133,22.0,18.0,50.0,23.0,24.0,0,0,0,0,0,0,0,0,0,-14.2434285714,-16.0065142857,6,3,4,1,-10.648,-13.1272,0,18,-15.972,-10.0708,
CGS0309,40.0,40.0,16.0,15.0,40.0,-19.5213333333,-22.5932,5,1,2,6,-20.328,-23.3592,2,-15.7321043478,-19.5565982609,63,29,47,52,-17.424,-18.3136,20,18,-14.52,-14.828,
RCW1932,30.0,36.0,27.0,23.0,29.0,-17.3272,-21.45608,14,4,7,15,-18.15,-21.915,5,-15.3153630573,-19.5319541401,84,33,63,80,-17.424,-19.3536,20,18,-23.716,-22.8324,
BAH1537,30.0,38.0,16.0,24.0,36.0,-14.6329333333,-19.2477733333,16,8,13,15,-16.214,-18.4646,0,-15.617477707,-19.3226853503,89,39,59,90,-17.424,-17.7936,11,18,-11.132,-12.7548,
MTS0958,35.0,40.0,39.0,30.0,28.0,-14.0682666667,-18.8155733333,8,4,8,10,-13.552,-16.6128,1,-15.500626087,-20.6300069565,51,30,51,54,-16.456,-22.1784,12,18,-18.392,-14.9688,
KCF0767,25.0,38.0,40.0,40.0,21.0,-16.1333333333,-21.1093333333,6,3,6,11,-17.908,-22.6212,2,-15.69128,-20.0350586667,71,35,60,78,-17.424,-20.9136,15,18,-22.748,-18.3772,
BRG0728,42.0,46.0,18.0,23.0,33.0,-14.5845333333,-17.7250133333,9,7,7,5,-15.488,-17.2032,1,-15.7321043478,-19.5565982609,63,29,47,52,-17.424,-18.3136,20,12,-11.616,-12.9024,
LYL1334,16.0,24.0,44.0,10.0,35.0,-15.3912,-18.3350133333,16,5,12,13,-16.94,-18.946,5,-15.121975,-19.2528275,82,38,70,74,-16.698,-19.3922,17,18,-10.164,-14.5396,
MAR1075,16.0,38.0,27.0,21.0,31.0,-16.0204,-19.5842266667,17,4,9,11,-17.182,-17.4598,3,-15.3554394904,-19.6899082803,77,35,66,81,-16.94,-20.246,25,6,-17.424,-14.1536,
GWG0497,12.0,35.0,22.0,24.0,28.0,-13.1325333333,-19.3275466667,7,7,10,7,-10.164,-19.2196,1,-15.500626087,-20.6300069565,51,30,51,54,-16.456,-22.1784,12,10,-20.812,-22.4668,
RAB0251,12.0,30.0,30.0,47.0,27.0,0,0,0,0,0,0,0,0,0,-15.488,-22.7498666667,1,0,2,1,-14.52,-23.668,0,18,-20.328,-16.5992,
YBH1926,15.0,14.0,18.0,36.0,33.0,-17.6821333333,-21.3389866667,15,4,6,14,-18.15,-20.615,4,-15.3153630573,-19.5319541401,84,33,63,80,-17.424,-19.3536,20,14,-23.716,-22.8324,
SNK1280,46.0,14.0,21.0,42.0,22.0,-14.1973333333,-20.2416,13,7,16,12,-12.826,-22.1114,2,-15.3153630573,-19.5319541401,84,33,63,80,-17.424,-19.3536,20,14,-4.84,-8.756,
DZO0285,40.0,47.0,46.0,33.0,34.0,0,0,0,0,0,0,0,0,0,-15.1953488372,-20.6511627907,37,20,39,41,-17.424,-22.4736,12,18,-7.26,-21.974,
OQE0920,49.0,27.0,30.0,47.0,24.0,-17.7144,-20.76816,10,1,5,11,-18.876,-20.8364,1,-15.4557333333,-19.40336,33,16,29,32,-16.456,-18.7984,6,18,-23.232,-24.2448,
KIB0089,18.0,36.0,11.0,21.0,21.0,-15.6816,-18.2675733333,8,5,8,6,-14.52,-14.828,1,-15.500626087,-20.6300069565,51,30,51,54,-16.456,-22.1784,12,18,-11.616,-12.3824,
LKC1796,40.0,41.0,42.0,36.0,30.0,-15.9236,-20.09204,17,5,9,16,-18.392,-19.6488,6,-15.68886,-20.186854,99,41,82,113,-17.424,-20.3936,26,18,-18.876,-31.2364,
FES1814,30.0,41.0,42.0,10.0,30.0,-15.9236,-20.5427066667,16,5,9,16,-18.392,-20.1688,6,-15.68886,-20.186854,99,41,82,113,-17.424,-20.3936,26,18,-18.876,-31.2364,
SHG1897,34.0,35.0,16.0,12.0,28.0,-14.9394666667,-17.4172533333,18,9,14,14,-16.456,-16.4584,2,-15.121975,-19.2528275,82,38,70,74,-16.698,-19.3922,17,18,-18.876,-14.0764,
RDM0489,40.0,45.0,32.0,25.0,29.0,-17.3272,-22.0627466667,5,3,4,7,-17.908,-22.6212,3,-15.500626087,-20.6300069565,51,30,51,54,-16.456,-22.1784,12,18,-21.296,-29.8944,
SAW1961,50.0,38.0,24.0,39.0,29.0,-16.1656,-20.00984,16,7,12,20,-17.182,-17.1998,3,-15.617477707,-19.3226853503,89,39,59,90,-17.424,-17.7936,11,18,-17.424,-28.7136,
JHM1805,15.0,38.0,14.0,20.0,31.0,-15.972,-20.3841333333,16,5,9,16,-18.634,-20.2426,6,-15.68886,-20.186854,99,41,82,113,-17.424,-20.3936,26,18,-18.876,-31.2364,
LSN1462,49.0,19.0,44.0,41.0,31.0,-15.4718666667,-17.82228,17,6,12,13,-16.94,-17.906,5,-15.121975,-19.2528275,82,38,70,74,-16.698,-19.3922,17,18,-11.616,-8.7424,
DJA0192,30.0,16.0,26.0,21.0,25.0,-16.1656,-21.67384,10,6,10,17,-16.94,-23.366,3,-15.3554394904,-19.6899082803,77,35,66,81,-16.94,-20.246,25,18,-21.296,-24.6944,
INK1859,14.0,33.0,20.0,38.0,21.0,-15.3266666667,-19.234,14,7,13,18,-16.698,-20.6922,3,-15.1889681529,-19.7418165605,81,40,67,87,-17.424,-18.8336,21,18,-9.196,-14.2444,
JIG1593,42.0,20.0,28.0,17.0,27.0,-13.9069333333,-19.0263733333,16,9,15,16,-13.552,-16.8728,3,-15.68886,-20.186854,99,41,82,113,-17.424,-20.3936,26,18,-20.812,-17.7868,
HRB1725,30.0,43.0,46.0,50.0,32.0,-13.8585333333,-16.4636133333,21,9,16,18,-14.52,-15.868,4,-15.3153630573,-19.5319541401,84,33,63,80,-17.424,-19.3536,20,18,-6.292,-17.5188,
AME1364,34.0,21.0,30.0,30.0,35.0,-16.0849333333,-20.2625733333,13,5,12,19,-17.424,-22.4736,4,-15.68886,-20.186854,99,41,82,113,-17.424,-20.3936,26,18,-19.36,-26.184,
PJC0254,22.0,17.0,21.0,27.0,31.0,0,0,0,0,0,0,0,0,0,-12.7453333333,-16.5401333333,3,2,2,1,-11.132,-17.4348,1,18,-11.132,-13.2748,
KCM0402,39.0,11.0,44.0,18.0,34.0,0,0,0,0,0,0,0,0,0,-13.915,-16.8535,3,2,2,2,-15.73,-16.237,0,18,-18.876,-11.9964,
DTB0722,46.0,38.0,24.0,30.0,27.0,-14.8426666667,-17.5610666667,10,7,7,6,-15.488,-16.6832,1,-15.7321043478,-19.5565982609,63,29,47,52,-17.424,-18.3136,20,8,-11.616,-12.9024,
BDB1111,47.0,44.0,38.0,10.0,28.0,-15.5202666667,-19.5183733333,16,7,11,17,-17.666,-19.1674,6,-15.1889681529,-19.7418165605,81,40,67,87,-17.424,-18.8336,21,18,-4.84,-20.716,
CFJ0335,42.0,44.0,20.0,20.0,36.0,-17.6498666667,-18.7638133333,9,2,3,6,-18.876,-18.2364,2,-15.69128,-20.0350586667,71,35,60,78,-17.424,-20.9136,15,18,-22.748,-13.1772,
IAC0825,41.0,19.0,16.0,15.0,33.0,-16.698,-22.4082,6,4,7,11,-18.876,-23.6964,3,-15.68886,-20.186854,99,41,82,113,-17.424,-20.3936,26,18,-9.68,-22.192,
SGN0146,39.0,11.0,42.0,39.0,28.0,-15.4638,-20.21182,12,7,8,13,-17.908,-18.7212,2,-15.68886,-20.186854,99,41,82,113,-17.424,-20.3936,26,18,-18.392,-19.6488,
AGB1507,33.0,39.0,14.0,44.0,30.0,-16.3108,-20.0714533333,16,6,9,16,-17.908,-19.5012,3,-15.3153630573,-19.5319541401,84,33,63,80,-17.424,-19.3536,20,18,-16.456,-17.4984,
LJM1807,21.0,20.0,33.0,25.0,29.0,-16.2624,-20.3860266667,16,4,8,17,-18.634,-20.2426,5,-15.68886,-20.186854,99,41,82,113,-17.424,-20.3936,26,14,-18.876,-31.2364,
JGW0820,34.0,38.0,23.0,41.0,24.0,-16.2382,-21.59198,7,5,8,12,-18.634,-23.3626,3,-15.68886,-20.186854,99,41,82,113,-17.424,-20.3936,26,18,-9.68,-22.192,
JDC0326,46.0,29.0,23.0,42.0,33.0,-17.0852,-21.33028,9,3,6,13,-18.634,-23.3626,1,-15.69128,-20.0350586667,71,35,60,78,-17.424,-20.9136,15,18,-16.94,-18.166,
WRH0868,46.0,43.0,48.0,25.0,32.0,-15.0201333333,-19.1578533333,16,5,12,14,-17.908,-20.0212,5,-15.3153630573,-19.5319541401,84,33,63,80,-17.424,-19.3536,20,18,-6.292,-12.8388,
KSL0808,21.0,47.0,21.0,26.0,36.0,-14.9072,-19.18408,11,7,10,9,-15.73,-18.317,3,-15.69128,-20.0350586667,71,35,60,78,-17.424,-20.9136,15,18,-10.648,-24.5672,
AMC0265,19.0,38.0,37.0,37.0,27.0,-13.3826,-18.04314,12,6,10,11,-14.036,-17.2804,8,-14.4877333333,-18.6834933333,34,14,27,36,-16.214,-17.9446,16,18,-5.808,-10.0912,
ACH0937,21.0,10.0,35.0,23.0,34.0,-18.5856,-20.5745066667,8,1,1,9,-19.36,-18.384,2,-14.84428,-19.726492,50,29,52,54,-15.004,-19.3956,8,18,-22.264,-17.1896,
ELT1370,40.0,27.0,40.0,32.0,32.0,-15.9881333333,-20.1983866667,13,5,12,19,-17.424,-21.9536,3,-15.68886,-20.186854,99,41,82,113,-17.424,-20.3936,26,15,-19.36,-26.184,
URB1668,25.0,13.0,19.0,38.0,27.0,-16.3269333333,-20.6137066667,7,3,6,7,-18.876,-21.3564,5,-15.1953488372,-20.6511627907,37,20,39,41,-17.424,-22.4736,12,18,-22.264,-16.6696,
DOT0144,45.0,22.0,19.0,43.0,24.0,0,0,0,0,0,0,0,0,0,-14.2434285714,-16.0065142857,6,3,4,1,-10.648,-13.1272,0,18,-8.712,-14.6168,
MMD1477,31.0,37.0,24.0,32.0,24.0,-15.1814666667,-17.88972,17,6,13,14,-16.456,-17.7584,5,-15.121975,-19.2528275,82,38,70,74,-16.698,-19.3922,17,18,-11.616,-8.7424,
WOS1834,35.0,11.0,35.0,16.0,29.0,-14.7297333333,-20.61196,11,6,17,16,-14.036,-21.9604,5,-15.3554394904,-19.6899082803,77,35,66,81,-16.94,-20.246,25,18,-13.068,-29.9852,
AGW1389,40.0,33.0,16.0,22.0,27.0,-16.1817333333,-18.76676,17,8,12,17,-18.634,-17.6426,5,-15.3554394904,-19.6899082803,77,35,66,81,-16.94,-20.246,25,18,-16.94,-26.486,
RDS1398,16.0,14.0,17.0,23.0,27.0,-16.4882666667,-18.8429066667,17,7,11,17,-18.634,-17.6426,5,-15.3554394904,-19.6899082803,77,35,66,81,-16.94,-20.246,25,18,-16.94,-26.486,
ATB0490,36.0,43.0,18.0,30.0,37.0,-17.3917333333,-21.9090933333,6,3,4,6,-17.908,-22.6212,3,-15.500626087,-20.6300069565,51,30,51,54,-16.456,-22.1784,12,18,-21.296,-29.8944,
CCP1491,41.0,38.0,17.0,17.0,28.0,-16.3269333333,-20.5443733333,15,6,9,17,-17.908,-20.5412,3,-15.3153630573,-19.5319541401,84,33,63,80,-17.424,-19.3536,20,18,-16.456,-17.4984,
ISK0116,22.0,16.0,17.0,16.0,29.0,-13.0196,-18.16644,5,4,6,3,-11.132,-16.6548,2,-14.5361333333,-19.3291866667,76,42,75,76,-15.488,-19.2832,14,18,-8.228,-21.2292,
JCB0791,44.0,43.0,16.0,30.0,24.0,-15.1008,-20.54312,9,6,9,12,-16.214,-22.8846,1,-15.69128,-20.0350586667,71,35,60,78,-17.424,-20.9136,15,18,-20.812,-32.3468,
KCM0466,18.0,31.0,42.0,27.0,32.0,-13.8908,-17.36612,14,10,13,14,-12.1,-15.65,4,-15.4557333333,-19.40336,33,16,29,32,-16.456,-18.7984,6,14,-7.26,-10.534,
LSJ0979,21.0,24.0,10.0,36.0,29.0,-15.972,-21.3028,6,3,6,6,-16.456,-22.1784,2,-15.500626087,-20.6300069565,51,30,51,54,-16.456,-22.1784,12,18,-9.196,-19.4444,
AVH1217,16.0,24.0,16.0,18.0,28.0,-15.0282,-19.06498,10,5,8,8,-16.214,-18.9846,1,-15.69128,-20.0350586667,71,35,60,78,-17.424,-20.9136,15,18,-14.52,-13.788,
HOD1010,41.0,34.0,36.0,16.0,30.0,-13.9876,-19.21564,9,6,11,10,-12.1,-21.63,2,-14.5361333333,-19.3291866667,76,42,75,76,-15.488,-19.2832,14,18,-5.808,-9.5712,
CRC1132,37.0,10.0,14.0,41.0,26.0,-15.3186,-19.28354,11,4,7,14,-18.392,-18.0888,6,-14.4877333333,-18.6834933333,34,14,27,36,-16.214,-17.9446,16,18,-4.84,-23.316,
MEH0029,13.0,24.0,22.0,36.0,40.0,0,0,0,0,0,0,0,0,0,-12.1,-16.5166666667,2,1,2,2,-11.616,-14.4624,0,18,-7.26,-11.054,
DJW0418,22.0,23.0,32.0,18.0,27.0,-15.3428,-19.3775866667,16,4,11,15,-18.15,-20.095,5,-15.3153630573,-19.5319541401,84,33,63,80,-17.424,-19.3536,20,18,-6.292,-12.8388,
MCB0582,30.0,36.0,34.0,17.0,26.0,-16.1757894737,-19.7118947368,9,6,7,8,-16.94,-20.766,1,-14.5361333333,-19.3291866667,76,42,75,76,-15.488,-19.2832,14,18,-7.26,-8.454,
ESP1198,36.0,23.0,25.0,28.0,30.0,-15.9074666667,-18.8217866667,9,3,7,7,-17.908,-17.9412,5,-15.7321043478,-19.5565982609,63,29,47,52,-17.424,-18.3136,20,7,-18.876,-11.9964,
BBF0480,34.0,47.0,48.0,20.0,37.0,-14.7781333333,-18.9280533333,8,7,9,6,-14.036,-17.8004,2,-14.84428,-19.726492,50,29,52,54,-15.004,-19.3956,8,18,-13.068,-12.3052,
ESW0928,40.0,37.0,16.0,37.0,32.0,-17.4724,-20.95436,10,1,6,10,-18.876,-20.8364,1,-15.4557333333,-19.40336,33,16,29,32,-16.456,-18.7984,6,18,-23.232,-24.2448,
SME1271,22.0,12.0,15.0,42.0,32.0,-14.2296,-20.25144,13,7,16,11,-12.826,-22.1114,3,-15.3153630573,-19.5319541401,84,33,63,80,-17.424,-19.3536,20,18,-4.84,-8.756,
QRF0039,18.0,41.0,42.0,15.0,21.0,-14.7458666667,-19.4382133333,7,4,8,6,-14.52,-20.548,0,-15.4557333333,-19.40336,33,16,29,32,-16.456,-18.7984,6,18,-19.844,-22.1716,
HJB0858,36.0,11.0,43.0,30.0,25.0,-15.5364,-19.2286266667,17,5,11,15,-18.15,-20.095,5,-15.3153630573,-19.5319541401,84,33,63,80,-17.424,-19.3536,20,18,-6.292,-12.8388,
MJF1646,48.0,15.0,35.0,17.0,22.0,-14.6490666667,-19.5646933333,17,11,15,21,-16.456,-18.0184,4,-15.1889681529,-19.7418165605,81,40,67,87,-17.424,-18.8336,21,18,-8.228,-21.2292,
XKR0168,43.0,45.0,12.0,43.0,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,-19.36,-25.144,
JSB0860,31.0,40.0,20.0,10.0,28.0,-15.0685333333,-19.4326133333,16,5,12,15,-17.908,-20.0212,4,-15.3153630573,-19.5319541401,84,33,63,80,-17.424,-19.3536,20,3,-6.292,-12.8388,
SAM0911,29.0,43.0,25.0,28.0,30.0,-17.3272,-21.14408,9,1,6,10,-18.392,-21.9888,1,-15.4557333333,-19.40336,33,16,29,32,-16.456,-18.7984,6,18,-23.232,-24.2448,
HBF1250,39.0,41.0,38.0,35.0,29.0,-15.0846666667,-20.0962,16,8,13,17,-16.698,-19.3922,3,-15.121975,-19.2528275,82,38,70,74,-16.698,-19.3922,17,18,-21.78,-14.962,
WYG0599,37.0,16.0,23.0,27.0,33.0,-15.3428,-20.48692,11,6,8,12,-17.908,-18.7212,2,-15.68886,-20.186854,99,41,82,113,-17.424,-20.3936,26,18,-5.324,-21.9036,
HVL1679,37.0,34.0,38.0,42.0,32.0,-14.9394666667,-19.3932533333,15,8,14,11,-16.94,-19.206,2,-15.121975,-19.2528275,82,38,70,74,-16.698,-19.3922,17,18,-16.94,-14.006,
YDH0577,34.0,19.0,15.0,34.0,36.0,-14.036,-21.0244,8,4,11,12,-13.31,-23.559,0,-14.5361333333,-19.3291866667,76,42,75,76,-15.488,-19.2832,14,18,-17.908,-25.2212,
KFS1029,22.0,36.0,46.0,15.0,29.0,-16.1817333333,-19.6680933333,16,6,13,17,-17.666,-18.9074,3,-15.68886,-20.186854,99,41,82,113,-17.424,-20.3936,26,14,-14.036,-16.7604,
BUE1561,33.0,17.0,28.0,43.0,35.0,-15.0362666667,-18.7987733333,10,7,8,11,-14.52,-16.908,0,-14.84428,-19.726492,50,29,52,54,-15.004,-19.3956,8,18,-18.876,-22.9164,
SDH1854,47.0,39.0,39.0,21.0,24.0,-15.2298666667,-19.4991466667,13,7,13,18,-16.214,-21.3246,3,-15.1889681529,-19.7418165605,81,40,67,87,-17.424,-18.8336,21,18,-9.196,-14.2444,
AES1373,41.0,42.0,19.0,11.0,34.0,-15.7461333333,-20.4885866667,12,5,13,19,-17.182,-22.3998,4,-15.68886,-20.186854,99,41,82,113,-17.424,-20.3936,26,18,-19.36,-26.184,
