user_id,O_Score,C_Score,E_Score,A_Score,N_Score,Team_CPB-I-mean,Team_CPB-O-mean,Users-less-mean-A,Users-less-mean-A and C,Users-less-mean-C,Users-High-mean-N,Team_CPB-I-median,Team_CPB-O-median,No-JobState-in-Team,Dpt-CPB-I-mean,Dpt_CPB-O-mean,Dpt-Less-A-mean,Dpt-Less-AC-mean,Dpt-less-C-mean,Dpt-High-N-mean,Dpt_CPB-I-median,Dpt_CPB-O-median,No-JobState-in-Dpt,Job State,Leader_CPB-I,Leader_CPB-O
AGB0057,39.0,22.0,42.0,38.0,38.0,0,0,0,0,0,0,0,0,0,-13.4713333333,-21.8748666667,2,1,4,2,-11.132,-23.6748,1,18,-20.328,-19.7192,
SHG1281,39.0,33.0,36.0,34.0,31.0,-14.52,-17.22,9,6,8,7,-14.036,-16.2404,1,-14.7237894737,-19.6058453089,223,122,216,203,-15.488,-19.2832,52,18,-21.296,-17.9344,
GNT0221,43.0,19.0,21.0,24.0,27.0,-15.0362666667,-22.0227733333,5,3,7,9,-15.972,-24.1108,0,-15.7682105263,-19.5556701754,60,23,43,60,-17.424,-18.8336,7,18,-21.78,-26.402,
KJC3748,22.0,34.0,16.0,42.0,27.0,-14.762,-18.5244666667,16,10,16,12,-14.762,-17.2418,0,-15.1422857143,-19.6317396825,100,48,80,96,-16.94,-19.206,16,18,-18.876,-21.3564,
CMR1470,42.0,22.0,31.0,42.0,29.0,-15.3186,-18.65954,12,3,7,13,-17.666,-17.6074,2,-15.0006773455,-19.3487743707,237,116,191,226,-16.456,-18.0184,37,18,-6.776,-12.4664,
GRP0277,44.0,30.0,14.0,30.0,15.0,-13.552,-19.8888,8,6,11,10,-14.52,-20.028,6,-15.0006773455,-19.3487743707,237,116,191,226,-16.456,-18.0184,37,18,-9.68,-12.832,
ASC0177,39.0,19.0,23.0,44.0,34.0,-16.5286,-20.30254,10,4,8,10,-18.634,-21.2826,3,-14.7237894737,-19.6058453089,223,122,216,203,-15.488,-19.2832,52,18,-8.228,-17.0692,
KBM3460,13.0,36.0,18.0,23.0,25.0,-15.3105333333,-19.3504133333,16,8,15,17,-15.488,-17.7232,2,-14.7453544974,-19.2933375661,99,50,92,105,-15.488,-18.2432,11,18,-14.52,-27.308,
BDP3912,47.0,30.0,26.0,43.0,24.0,-13.2858,-17.59762,12,8,12,8,-11.132,-15.6148,2,-15.085989071,-20.0769967213,178,82,164,192,-16.94,-20.766,27,18,-7.744,-10.1616,
LQJ3060,40.0,21.0,19.0,30.0,22.0,-15.5202666667,-19.9863733333,7,5,7,7,-17.424,-20.9136,1,-14.1124210526,-19.032477193,62,38,67,52,-12.584,-17.6176,14,18,-18.392,-25.8888,
KTD2249,43.0,45.0,14.0,42.0,30.0,-13.5358666667,-20.14388,13,9,20,14,-11.858,-21.5562,4,-14.9136713092,-20.0452122563,171,94,173,180,-15.972,-20.9908,36,18,-19.36,-21.504,
GDY2724,10.0,14.0,20.0,41.0,17.0,-17.1336,-26.02504,1,0,2,3,-17.908,-26.5212,1,-15.0006773455,-19.3487743707,237,116,191,226,-16.456,-18.0184,37,18,-15.972,-25.1508,
FDH0299,27.0,16.0,43.0,22.0,37.0,-14.762,-21.2458,9,4,8,15,-17.182,-23.1798,0,-15.085989071,-20.0769967213,178,82,164,192,-16.94,-20.766,27,18,-16.94,-19.206,
MAP0215,16.0,46.0,17.0,44.0,37.0,0,0,0,0,0,0,0,0,0,-15.7682105263,-19.5556701754,60,23,43,60,-17.424,-18.8336,7,18,-21.296,-17.9344,
MOB1914,22.0,38.0,36.0,24.0,29.0,-16.0688,-22.3029866667,5,3,6,8,-17.908,-24.1812,1,-14.8681403509,-20.9232912281,50,22,51,63,-16.214,-22.1046,12,18,-20.328,-29.0792,
IMH0562,23.0,10.0,41.0,37.0,31.0,-16.819,-20.0011,11,5,6,11,-18.392,-19.1288,1,-15.1524118993,-19.2582050343,240,122,203,228,-16.456,-18.5384,36,18,-20.328,-31.6792,
CIS3471,23.0,23.0,43.0,13.0,27.0,-15.367,-15.2163,4,2,2,1,-15.246,-15.3094,0,-14.9255135135,-18.5635567568,22,11,16,16,-16.456,-18.0184,1,18,-19.844,-26.3316,
ETM2542,30.0,20.0,22.0,11.0,46.0,-15.609,-20.6721,10,4,9,9,-16.94,-21.286,5,-15.1524118993,-19.2582050343,240,122,203,228,-16.456,-18.5384,36,18,-14.52,-27.828,
CTP3877,42.0,20.0,37.0,21.0,31.0,-14.036,-19.1870666667,8,5,9,8,-12.584,-18.3976,2,-14.1124210526,-19.032477193,62,38,67,52,-12.584,-17.6176,14,18,-21.78,-14.962,
TCH2216,40.0,42.0,32.0,21.0,30.0,-16.577,-18.1853,14,7,8,10,-17.424,-17.0136,1,-14.9136713092,-20.0452122563,171,94,173,180,-15.972,-20.9908,36,18,-13.068,-12.3052,
BFR3250,43.0,39.0,22.0,24.0,33.0,-16.8432,-21.64648,10,2,5,11,-19.36,-21.244,1,-15.0006773455,-19.3487743707,237,116,191,226,-16.456,-18.0184,37,18,-15.488,-30.7232,
DRB1780,37.0,50.0,41.0,20.0,32.0,-14.5522666667,-21.0431733333,5,3,8,4,-15.004,-22.2556,2,-14.1124210526,-19.032477193,62,38,67,52,-12.584,-17.6176,14,18,-20.812,-26.6268,
TBS3382,40.0,42.0,17.0,37.0,33.0,-15.1814666667,-19.24172,18,6,11,19,-16.698,-18.3522,1,-15.1422857143,-19.6317396825,100,48,80,96,-16.94,-19.206,16,18,-16.456,-16.9784,
BWW1159,18.0,18.0,31.0,19.0,37.0,-14.4716,-19.54524,5,4,5,8,-15.972,-19.6908,0,-15.1524118993,-19.2582050343,240,122,203,228,-16.456,-18.5384,36,18,-19.36,-26.704,
AAM0138,30.0,43.0,21.0,28.0,28.0,0,0,0,0,0,0,0,0,0,-14.8681403509,-20.9232912281,50,22,51,63,-16.214,-22.1046,12,18,-10.648,-24.0472,
KHC3350,24.0,34.0,45.0,38.0,32.0,-14.036,-18.8750666667,19,10,16,13,-12.342,-16.7638,4,-14.9136713092,-20.0452122563,171,94,173,180,-15.972,-20.9908,36,18,-19.36,-15.784,
AAB0162,45.0,36.0,33.0,15.0,33.0,-12.8744,-19.42216,8,5,9,8,-11.616,-14.9824,1,-15.0693251534,-19.7425153374,80,39,75,88,-16.456,-20.6184,17,18,-16.456,-16.4584,
UWB0395,33.0,18.0,37.0,25.0,27.0,-16.3108,-19.4994533333,18,6,10,16,-18.15,-17.495,3,-15.1422857143,-19.6317396825,100,48,80,96,-16.94,-19.206,16,18,-8.712,-10.4568,
BKC2698,47.0,22.0,39.0,15.0,33.0,-14.036,-17.1764,11,6,8,8,-14.52,-15.348,2,-15.0006773455,-19.3487743707,237,116,191,226,-16.456,-18.0184,37,18,-19.36,-25.144,
TGP1343,26.0,36.0,41.0,13.0,31.0,-14.0602,-19.88778,10,7,10,11,-15.73,-20.657,3,-14.7237894737,-19.6058453089,223,122,216,203,-15.488,-19.2832,52,18,-7.744,-12.7616,
PEC0475,44.0,39.0,16.0,26.0,27.0,-14.7136,-18.0763733333,9,3,8,7,-14.52,-16.388,1,-14.1124210526,-19.032477193,62,38,67,52,-12.584,-17.6176,14,2,-18.876,-15.1164,
KAG2599,38.0,16.0,19.0,18.0,32.0,-13.7456,-18.5091733333,9,5,10,8,-13.068,-16.9852,2,-14.7237894737,-19.6058453089,223,122,216,203,-15.488,-19.2832,52,18,-11.132,-24.7148,
AIJ3995,41.0,29.0,35.0,19.0,38.0,-14.3516521739,-20.4514434783,10,4,11,12,-15.488,-22.4032,3,-14.9136713092,-20.0452122563,171,94,173,180,-15.972,-20.9908,36,18,-12.1,-22.41,
CWR0117,40.0,41.0,33.0,30.0,38.0,-14.52,-17.376,7,4,5,5,-15.488,-16.9432,3,-15.1524118993,-19.2582050343,240,122,203,228,-16.456,-18.5384,36,18,-8.228,-12.3892,
VTB2147,15.0,13.0,39.0,24.0,29.0,-16.4076,-21.53964,6,1,5,7,-18.634,-23.6226,3,-15.0006773455,-19.3487743707,237,116,191,226,-16.456,-18.0184,37,18,-18.876,-23.4364,
KAL1210,42.0,33.0,20.0,44.0,35.0,-16.0688,-20.50032,6,1,4,10,-17.908,-22.1012,4,-14.8681403509,-20.9232912281,50,22,51,63,-16.214,-22.1046,12,18,-18.392,-13.4088,
LDH0574,19.0,31.0,40.0,46.0,25.0,-16.3108,-19.61212,11,5,6,12,-18.392,-19.1288,1,-15.1524118993,-19.2582050343,240,122,203,228,-16.456,-18.5384,36,18,-20.328,-31.6792,
HET0359,28.0,21.0,22.0,48.0,23.0,0,0,0,0,0,0,0,0,0,-11.737,-19.4393,2,2,3,3,-10.648,-18.3272,1,18,-11.132,-13.2748,
ZLG3090,20.0,24.0,16.0,27.0,30.0,-15.2621333333,-20.0809866667,8,3,6,11,-17.908,-17.9412,1,-15.1524118993,-19.2582050343,240,122,203,228,-16.456,-18.5384,36,12,-8.712,-25.5368,
BHN2290,37.0,41.0,46.0,19.0,28.0,-14.7942666667,-18.6209733333,18,11,14,14,-16.456,-18.0184,4,-15.1422857143,-19.6317396825,100,48,80,96,-16.94,-19.206,16,18,-20.812,-27.1468,
USC3486,18.0,35.0,39.0,49.0,21.0,-14.0198666667,-19.6501466667,13,8,16,16,-12.826,-22.1114,1,-14.7453544974,-19.2933375661,99,50,92,105,-15.488,-18.2432,11,18,-18.876,-17.1964,
HIP0148,16.0,20.0,22.0,16.0,31.0,-14.4232,-19.4438133333,9,6,8,5,-14.036,-17.2804,1,-15.0693251534,-19.7425153374,80,39,75,88,-16.456,-20.6184,17,18,-18.876,-27.5964,
MRS1520,33.0,20.0,15.0,11.0,31.0,-15.7945333333,-19.2900133333,19,8,11,16,-16.94,-17.906,2,-15.085989071,-20.0769967213,178,82,164,192,-16.94,-20.766,27,18,-19.844,-15.9316,
BCL2082,38.0,22.0,31.0,16.0,36.0,-14.9717333333,-20.99776,7,4,7,8,-17.424,-23.5136,0,-15.0006773455,-19.3487743707,237,116,191,226,-16.456,-18.0184,37,18,-19.844,-25.2916,
MCB2802,41.0,38.0,19.0,17.0,35.0,-15.0846666667,-20.0442,15,5,13,21,-17.908,-20.5412,1,-15.085989071,-20.0769967213,178,82,164,192,-16.94,-20.766,27,18,-19.36,-18.904,
MAH0590,30.0,41.0,22.0,21.0,33.0,-16.093,-20.1957,9,5,9,12,-17.666,-22.0274,3,-15.1524118993,-19.2582050343,240,122,203,228,-16.456,-18.5384,36,10,-10.648,-25.0872,
BLL3585,33.0,37.0,30.0,17.0,26.0,-12.8421333333,-17.74832,9,6,10,8,-11.132,-13.7948,0,-15.7682105263,-19.5556701754,60,23,43,60,-17.424,-18.8336,7,18,-11.616,-11.3424,
NMM1560,39.0,36.0,21.0,42.0,36.0,-15.4234666667,-20.8928533333,12,8,13,14,-16.94,-22.846,7,-14.9136713092,-20.0452122563,171,94,173,180,-15.972,-20.9908,36,18,-21.296,-24.6944,
RLH0358,42.0,18.0,23.0,16.0,31.0,0,0,0,0,0,0,0,0,0,-11.737,-19.4393,2,2,3,3,-10.648,-18.3272,1,13,-11.132,-13.2748,
DDC0980,37.0,41.0,45.0,12.0,25.0,-14.2618666667,-18.0946133333,18,12,18,19,-14.036,-16.7604,2,-14.7453544974,-19.2933375661,99,50,92,105,-15.488,-18.2432,11,18,-21.296,-28.3344,
WJC2637,34.0,43.0,31.0,27.0,21.0,-14.0602,-18.48378,13,8,11,10,-12.826,-16.9114,1,-14.7237894737,-19.6058453089,223,122,216,203,-15.488,-19.2832,52,18,-19.844,-17.4916,
BJS0053,46.0,21.0,19.0,23.0,26.0,0,0,0,0,0,0,0,0,0,-14.1124210526,-19.032477193,62,38,67,52,-12.584,-17.6176,14,18,-6.292,-11.2788,
CID3774,38.0,22.0,17.0,40.0,30.0,-15.9881333333,-21.15172,13,5,12,13,-16.698,-24.0722,0,-15.6032380952,-20.6967555556,82,35,74,94,-17.424,-22.4736,15,18,-17.908,-13.2612,
SMM3221,22.0,18.0,39.0,23.0,30.0,-14.6582857143,-20.3673142857,7,3,6,10,-16.214,-20.8046,1,-15.0006773455,-19.3487743707,237,116,191,226,-16.456,-18.0184,37,18,-19.844,-17.4916,
CFL0156,45.0,26.0,44.0,40.0,23.0,-14.2296,-18.5527733333,10,7,8,6,-14.036,-15.7204,1,-15.0693251534,-19.7425153374,80,39,75,88,-16.456,-20.6184,17,18,-9.68,-11.272,
QFD1857,33.0,43.0,17.0,35.0,33.0,-17.2788,-16.55332,9,2,2,5,-18.634,-17.3826,0,-15.1524118993,-19.2582050343,240,122,203,228,-16.456,-18.5384,36,18,-18.876,-19.2764,
JDB1620,41.0,18.0,34.0,12.0,31.0,-16.7302666667,-20.5807066667,16,5,9,14,-18.15,-19.575,3,-15.1422857143,-19.6317396825,100,48,80,96,-16.94,-19.206,16,18,-19.844,-14.3716,
JCC0736,37.0,14.0,14.0,37.0,28.0,-16.94,-19.4833333333,8,2,4,10,-17.908,-16.9012,2,-15.8621349693,-20.013001227,80,35,63,91,-17.424,-20.9136,12,18,-17.908,-23.1412,
NDM2251,43.0,19.0,18.0,16.0,29.0,-13.9553333333,-20.7224666667,12,8,19,15,-12.1,-21.89,3,-14.9136713092,-20.0452122563,171,94,173,180,-15.972,-20.9908,36,2,-19.36,-21.504,
JAM1676,31.0,45.0,38.0,41.0,16.0,-13.5681333333,-18.22972,16,8,16,13,-13.068,-17.5052,1,-14.7453544974,-19.2933375661,99,50,92,105,-15.488,-18.2432,11,18,-9.68,-13.872,
LAF2213,35.0,24.0,48.0,18.0,34.0,-17.0126,-18.39614,14,6,7,10,-18.876,-17.4564,1,-14.9136713092,-20.0452122563,171,94,173,180,-15.972,-20.9908,36,18,-13.068,-12.3052,
PHA0726,35.0,40.0,39.0,17.0,33.0,-14.7781333333,-17.7840533333,9,4,7,8,-15.488,-17.2032,1,-15.8621349693,-20.013001227,80,35,63,91,-17.424,-20.9136,12,18,-9.68,-13.352,
QSG3297,38.0,41.0,25.0,37.0,30.0,-14.4393333333,-20.3154,14,9,15,17,-15.488,-20.8432,3,-15.085989071,-20.0769967213,178,82,164,192,-16.94,-20.766,27,18,-20.328,-32.1992,
AGC0445,27.0,48.0,16.0,50.0,29.0,0,0,0,0,0,0,0,0,0,-16.8593333333,-18.2280666667,4,3,3,3,-16.94,-16.086,0,18,-10.648,-15.2072,
RSE2382,48.0,30.0,17.0,45.0,31.0,-15.367,-19.7143,11,5,9,9,-16.94,-18.686,5,-15.1524118993,-19.2582050343,240,122,203,228,-16.456,-18.5384,36,18,-8.228,-23.8292,
RCH2447,38.0,17.0,15.0,42.0,28.0,-13.552,-18.1728,9,6,9,4,-12.584,-16.8376,2,-14.1124210526,-19.032477193,62,38,67,52,-12.584,-17.6176,14,18,-18.876,-21.8764,
HLZ2414,38.0,39.0,25.0,16.0,30.0,-15.5848,-19.7980533333,6,2,6,7,-16.456,-22.6984,3,-15.2161643836,-19.6182009132,112,49,99,116,-16.94,-19.206,24,2,-18.392,-24.3288,
SGF2611,40.0,43.0,27.0,15.0,34.0,-12.8744,-18.3474933333,9,6,11,8,-11.132,-16.3948,2,-14.7237894737,-19.6058453089,223,122,216,203,-15.488,-19.2832,52,18,-11.132,-24.7148,
ASW1918,42.0,15.0,21.0,35.0,33.0,-14.7781333333,-20.4533866667,5,2,6,8,-16.94,-22.326,0,-15.0693251534,-19.7425153374,80,39,75,88,-16.456,-20.6184,17,18,-17.908,-22.6212,
ROB2744,20.0,41.0,50.0,19.0,21.0,-14.4716,-15.56724,15,8,9,14,-17.182,-15.1198,0,-15.0006773455,-19.3487743707,237,116,191,226,-16.456,-18.0184,37,18,-4.84,-8.756,
MWH0347,31.0,42.0,20.0,35.0,34.0,-15.2298666667,-20.3138133333,14,7,12,16,-16.456,-22.1784,0,-14.9136713092,-20.0452122563,171,94,173,180,-15.972,-20.9908,36,3,-8.228,-11.8692,
RQR3924,40.0,18.0,12.0,49.0,26.0,-13.5762,-17.53018,12,8,12,8,-12.342,-15.9838,1,-15.085989071,-20.0769967213,178,82,164,192,-16.94,-20.766,27,6,-7.744,-10.1616,
RAA0675,44.0,31.0,13.0,36.0,36.0,-17.0045333333,-19.8843466667,8,4,5,6,-17.908,-16.3812,1,-14.7237894737,-19.6058453089,223,122,216,203,-15.488,-19.2832,52,18,-8.228,-12.9092,
VSF0004,16.0,13.0,49.0,18.0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,-10.164,-11.9396,
LIG2813,22.0,21.0,12.0,37.0,38.0,-15.3589333333,-19.7811733333,16,5,12,21,-17.908,-20.0212,1,-15.085989071,-20.0769967213,178,82,164,192,-16.94,-20.766,27,18,-19.36,-18.904,
RJM3227,40.0,36.0,41.0,43.0,32.0,-14.036,-19.4346857143,8,4,7,10,-15.246,-17.1294,1,-15.0006773455,-19.3487743707,237,116,191,226,-16.456,-18.0184,37,18,-19.844,-17.4916,
EQT0195,41.0,43.0,16.0,41.0,27.0,-14.1812,-20.65268,9,6,10,8,-15.246,-21.8094,1,-14.7237894737,-19.6058453089,223,122,216,203,-15.488,-19.2832,52,18,-14.52,-16.388,
LRM1922,23.0,25.0,39.0,44.0,30.0,-14.4554666667,-20.0429866667,5,2,6,8,-16.94,-22.326,0,-15.0693251534,-19.7425153374,80,39,75,88,-16.456,-20.6184,17,18,-17.908,-22.6212,
CBR2229,42.0,42.0,13.0,14.0,34.0,-13.5842666667,-20.6439733333,12,9,20,14,-11.858,-21.8162,4,-14.9136713092,-20.0452122563,171,94,173,180,-15.972,-20.9908,36,18,-19.36,-21.504,
KBP0899,48.0,40.0,39.0,41.0,24.0,-15.2621333333,-20.2196533333,14,7,12,17,-16.456,-22.1784,1,-14.9136713092,-20.0452122563,171,94,173,180,-15.972,-20.9908,36,18,-8.228,-11.8692,
DWY3973,17.0,36.0,46.0,20.0,30.0,-14.3748,-21.41372,7,3,9,6,-15.73,-23.517,3,-14.9136713092,-20.0452122563,171,94,173,180,-15.972,-20.9908,36,18,-19.36,-21.504,
PDG2607,14.0,17.0,35.0,25.0,27.0,-13.7133333333,-18.2566666667,9,5,10,9,-13.068,-15.9452,2,-14.7237894737,-19.6058453089,223,122,216,203,-15.488,-19.2832,52,18,-11.132,-24.7148,
CLA1285,40.0,15.0,39.0,10.0,31.0,-15.1008,-18.22912,8,5,7,7,-15.972,-18.9108,1,-14.7237894737,-19.6058453089,223,122,216,203,-15.488,-19.2832,52,18,-21.296,-17.9344,
GKB2807,49.0,37.0,32.0,41.0,24.0,-15.1008,-19.63312,16,5,13,22,-17.908,-20.0212,1,-15.085989071,-20.0769967213,178,82,164,192,-16.94,-20.766,27,18,-19.36,-18.904,
CAM3050,41.0,37.0,17.0,19.0,29.0,-14.5684,-18.92476,11,5,9,10,-16.456,-18.0184,1,-15.2161643836,-19.6182009132,112,49,99,116,-16.94,-19.206,24,18,-8.712,-12.0168,
TZM0851,15.0,42.0,41.0,43.0,36.0,-14.1328,-20.50792,10,5,9,15,-16.214,-21.0646,0,-15.085989071,-20.0769967213,178,82,164,192,-16.94,-20.766,27,18,-16.94,-19.206,
DSJ1384,26.0,28.0,41.0,39.0,40.0,-14.1973333333,-21.1429333333,5,2,7,9,-15.972,-22.5508,0,-15.8621349693,-20.013001227,80,35,63,91,-17.424,-20.9136,12,18,-7.26,-21.454,
DJS1127,31.0,22.0,19.0,37.0,38.0,-13.3906666667,-20.4462666667,6,2,9,9,-11.616,-19.1424,0,-15.1524118993,-19.2582050343,240,122,203,228,-16.456,-18.5384,36,18,-13.552,-14.5328,
JFL2674,35.0,35.0,20.0,16.0,31.0,-17.1013333333,-20.9538666667,6,2,3,9,-17.424,-23.5136,1,-15.7682105263,-19.5556701754,60,23,43,60,-17.424,-18.8336,7,18,-8.712,-20.8568,
SES2670,41.0,33.0,21.0,41.0,33.0,-17.1658666667,-20.10688,7,2,3,9,-17.424,-21.4336,1,-15.7682105263,-19.5556701754,60,23,43,60,-17.424,-18.8336,7,18,-8.712,-20.8568,
BRJ2151,39.0,41.0,33.0,36.0,26.0,-15.73,-21.021,7,2,6,7,-17.908,-22.8812,3,-15.0006773455,-19.3487743707,237,116,191,226,-16.456,-18.0184,37,18,-18.876,-23.4364,
FCY1157,40.0,41.0,16.0,14.0,39.0,-13.3584,-19.46576,5,5,6,8,-12.342,-18.5838,0,-15.1524118993,-19.2582050343,240,122,203,228,-16.456,-18.5384,36,18,-19.36,-26.704,
STC3053,34.0,35.0,30.0,40.0,34.0,-14.6168,-18.39352,12,5,9,9,-16.456,-16.9784,1,-15.2161643836,-19.6182009132,112,49,99,116,-16.94,-19.206,24,18,-8.712,-12.0168,
CNW2408,15.0,44.0,30.0,27.0,34.0,-16.335,-23.8315,0,0,1,3,-15.972,-24.1108,0,-14.9255135135,-18.5635567568,22,11,16,16,-16.456,-18.0184,1,18,-21.296,-26.7744,
CKD3861,32.0,20.0,20.0,28.0,32.0,-15.8752,-20.5799466667,7,2,6,7,-18.392,-22.2488,1,-15.2161643836,-19.6182009132,112,49,99,116,-16.94,-19.206,24,5,-13.068,-25.3052,
DOC1734,34.0,40.0,22.0,30.0,17.0,-13.6165333333,-20.37648,13,9,20,15,-11.858,-21.8162,4,-14.9136713092,-20.0452122563,171,94,173,180,-15.972,-20.9908,36,18,-22.264,-30.1896,
JJS3884,41.0,38.0,39.0,30.0,28.0,-12.6808,-20.40312,7,4,9,10,-10.648,-21.4472,0,-14.8681403509,-20.9232912281,50,22,51,63,-16.214,-22.1046,12,18,-6.776,-25.4664,
BGH2610,41.0,18.0,35.0,35.0,30.0,-13.6810666667,-17.90016,10,6,10,8,-13.068,-15.9452,1,-14.7237894737,-19.6058453089,223,122,216,203,-15.488,-19.2832,52,12,-11.132,-24.7148,
LIM1718,24.0,14.0,30.0,38.0,27.0,-14.1973333333,-19.8949333333,8,4,9,6,-14.52,-18.988,1,-14.7237894737,-19.6058453089,223,122,216,203,-15.488,-19.2832,52,18,-9.68,-27.392,
BDA1906,38.0,30.0,34.0,14.0,35.0,-16.3269333333,-22.7283733333,5,2,5,7,-17.908,-24.1812,0,-14.8681403509,-20.9232912281,50,22,51,63,-16.214,-22.1046,12,4,-20.328,-29.0792,
UMF2894,41.0,44.0,14.0,48.0,42.0,-17.0529333333,-20.1591066667,16,4,10,15,-17.666,-19.1674,1,-15.1960634921,-19.8654941799,96,42,81,84,-16.456,-20.0984,16,18,-12.584,-24.6376,
HEB3754,40.0,35.0,25.0,35.0,30.0,-14.7458666667,-18.64088,16,10,16,11,-14.762,-17.2418,0,-15.1422857143,-19.6317396825,100,48,80,96,-16.94,-19.206,16,18,-18.876,-21.3564,
TDC3116,38.0,31.0,23.0,44.0,28.0,-16.335,-18.6055,13,5,8,7,-18.15,-17.495,0,-15.1524118993,-19.2582050343,240,122,203,228,-16.456,-18.5384,36,18,-21.296,-24.6944,
JGR2327,41.0,22.0,44.0,44.0,25.0,-15.6493333333,-19.8350666667,16,7,13,15,-16.94,-18.946,2,-15.6032380952,-20.6967555556,82,35,74,94,-17.424,-22.4736,15,18,-10.164,-16.6196,
WET2108,23.0,47.0,17.0,30.0,31.0,-13.552,-20.2528,5,4,5,6,-15.73,-20.137,2,-15.0006773455,-19.3487743707,237,116,191,226,-16.456,-18.0184,37,18,-21.296,-27.2944,
HDC0789,17.0,20.0,39.0,13.0,35.0,-16.2624,-18.9646933333,9,4,5,10,-18.876,-17.1964,3,-15.0006773455,-19.3487743707,237,116,191,226,-16.456,-18.0184,37,18,-19.36,-25.664,
DBS1363,28.0,47.0,46.0,41.0,31.0,-15.5525333333,-19.0255466667,9,5,7,6,-16.94,-16.606,0,-15.8621349693,-20.013001227,80,35,63,91,-17.424,-20.9136,12,18,-18.876,-13.0364,
MMS0241,20.0,39.0,18.0,32.0,36.0,-15.4557333333,-21.1800266667,6,2,7,9,-17.424,-24.5536,2,-15.8621349693,-20.013001227,80,35,63,91,-17.424,-20.9136,12,18,-17.908,-16.9012,
ACS1921,37.0,18.0,41.0,25.0,26.0,-14.6813333333,-20.7705333333,4,1,6,9,-16.94,-23.366,0,-15.0693251534,-19.7425153374,80,39,75,88,-16.456,-20.6184,17,18,-17.908,-22.6212,
TGH3351,36.0,42.0,17.0,30.0,28.0,-14.6813333333,-20.1638666667,14,6,15,14,-15.246,-22.5894,4,-15.1960634921,-19.8654941799,96,42,81,84,-16.456,-20.0984,16,18,-17.908,-14.3012,
VHM2280,31.0,43.0,40.0,42.0,21.0,-13.7133333333,-17.8233333333,20,13,17,15,-12.1,-15.13,3,-15.1960634921,-19.8654941799,96,42,81,84,-16.456,-20.0984,16,18,-8.712,-25.0168,
SLC0017,39.0,41.0,20.0,39.0,25.0,0,0,0,0,0,0,0,0,0,-14.9255135135,-18.5635567568,22,11,16,16,-16.456,-18.0184,1,18,-9.68,-9.712,
CRL2357,24.0,42.0,26.0,41.0,34.0,-16.1978666667,-20.53968,16,6,9,18,-17.908,-18.4612,3,-14.7453544974,-19.2933375661,99,50,92,105,-15.488,-18.2432,11,18,-7.26,-12.094,
NCT3492,25.0,27.0,20.0,23.0,25.0,-15.0685333333,-20.4726133333,6,2,7,8,-15.488,-23.4432,2,-15.2161643836,-19.6182009132,112,49,99,116,-16.94,-19.206,24,18,-14.52,-23.668,
WSE1949,22.0,43.0,36.0,24.0,22.0,-13.2616,-20.0949066667,7,4,10,6,-14.036,-21.9604,1,-14.7237894737,-19.6058453089,223,122,216,203,-15.488,-19.2832,52,18,-6.776,-21.8264,
BJR0774,37.0,35.0,11.0,22.0,23.0,-13.0922,-18.91658,12,8,11,9,-13.31,-17.059,3,-15.0006773455,-19.3487743707,237,116,191,226,-16.456,-18.0184,37,18,-9.196,-10.0844,
MNB2570,35.0,21.0,19.0,35.0,25.0,-17.7144,-19.9968266667,9,2,3,8,-19.36,-18.904,3,-15.0693251534,-19.7425153374,80,39,75,88,-16.456,-20.6184,17,18,-17.424,-28.7136,
CCT2165,28.0,28.0,10.0,17.0,27.0,-16.4076,-20.68164,9,3,6,12,-18.392,-22.7688,1,-15.085989071,-20.0769967213,178,82,164,192,-16.94,-20.766,27,18,-9.196,-12.1644,
CUL3015,14.0,41.0,16.0,38.0,36.0,-15.4234666667,-22.5221866667,9,4,11,18,-16.456,-25.5584,3,-15.6032380952,-20.6967555556,82,35,74,94,-17.424,-22.4736,15,18,-9.196,-13.2044,
MRE3723,11.0,22.0,35.0,41.0,24.0,-15.9074666667,-20.6244533333,14,4,9,11,-17.908,-21.0612,1,-15.1960634921,-19.8654941799,96,42,81,84,-16.456,-20.0984,16,18,-6.776,-17.6664,
BBV3875,39.0,47.0,16.0,38.0,28.0,-13.1648,-18.3320533333,9,6,10,9,-10.164,-16.0996,2,-14.1124210526,-19.032477193,62,38,67,52,-12.584,-17.6176,14,18,-21.78,-14.962,
WVM1669,43.0,43.0,38.0,35.0,27.0,-15.1814666667,-20.5763866667,13,6,12,17,-17.424,-21.4336,1,-15.6032380952,-20.6967555556,82,35,74,94,-17.424,-22.4736,15,18,-20.328,-17.1192,
BBM2604,43.0,46.0,21.0,39.0,28.0,-12.7776,-17.4859733333,10,6,11,9,-11.132,-15.3548,2,-14.7237894737,-19.6058453089,223,122,216,203,-15.488,-19.2832,52,18,-11.132,-24.7148,
DAL1943,31.0,39.0,48.0,38.0,25.0,-16.1333333333,-19.3066666667,7,3,7,7,-17.908,-21.0612,2,-15.0693251534,-19.7425153374,80,39,75,88,-16.456,-20.6184,17,18,-14.52,-20.028,
AGM3372,35.0,36.0,23.0,41.0,37.0,-14.7781333333,-20.00272,14,6,15,13,-15.246,-21.0294,4,-15.1960634921,-19.8654941799,96,42,81,84,-16.456,-20.0984,16,18,-17.908,-14.3012,
